filename,Language,text_english
00051.wav,Chinese,"It was a winter in the third year of junior high school, and the cold wind howled wildly outside the window, as if the whole world had been frozen into a cold appearance. Every time I step out of the classroom, the piercing chill pierces my skin like a merciless blade, making it impossible to breathe. Even though it was so cold outside, the sunlight still mischievously streamed through the window into the classroom, quietly covering the desks. The light was gentle and brilliant, as if it were a warm friend, gently caressing our hearts in the cold winter, bringing a hint of tranquility and comfort. Throughout the morning, we buried ourselves shoulder to shoulder in our textbooks and homework, reading at lightning speed in our notebooks, as if time had slipped away quietly without us noticing. The cold winter outside the window is quietly brewing a surprise. In our world, there are only knowledge points on the blackboard and intense review, and there is no other space in our hearts. At that time, we didn't know that the beautiful times of life always came unintentionally. In the afternoon, the setting sun gradually tilted westward, the sky gradually dimmed and became hazy, and the sky seemed to be foreshadowing what was about to happen. Suddenly, snowflakes danced freely, and the first snowflakes fell slowly like light feathers, seemingly the gentlest blessing in the sky. Gradually, the snowflakes became denser and denser, as if countless little elves were dancing joyfully in the sky, dancing and spinning with the wind melody, gently falling to the ground. Each snowflake was a line of poetry from nature, and its implementation was a touch of tenderness in winter. I couldn't help but put down my pen and gaze at the snow scenery outside the window. At that moment, my heart suddenly became unusually peaceful, and all the study pressure and homework troubles disappeared in this moment. Through the glass, I seem to be able to smell the fragrance of snowflakes, a scent that thoroughly purifies the soul. Snowflakes silently covered everything and washed away my inner restlessness, making me feel a long lost sense of ease and joy. As the snow grew heavier and heavier, the trees, playground, and even the eaves of the campus were covered with a thin layer of white snow. The whole world seemed to be draped in a soft and quiet white veil, and the air was filled with the scent of snow. Everything became particularly clear and peaceful. At that moment, I couldn't help but fantasize that after class, I would run freely on the grass, stepping on the soft snow and making a creaking sound. That carefree joy dispelled all the gloom in my heart like sunshine. We are like a group of children who have lost their bonds, immersed in this snow-white world, until the sky darkens. Recalling those fluttering snowflakes, I can still feel the ease and joy of letting go of all worries. That day was like washing away the dust from my heart, bringing endless joy and warmth. The beauty in life often quietly descends upon us unintentionally."
00052.wav,English,"It was on an autumn afternoon. I returned to my childhood town to see my grandmother, whom I hadn't waited in years. The tower was unlikely in the same. Yet. It felt both familiar and aligned the streets, the corner cafe and the row of houses along the main road. We're all still there, but quieter and slower than my memories following the path about I flourish my grandmother's house. I paused before knocking and when the door opened, there was my grandmother were hugged tightly. Time hand edged wrinkles into your face, and sprinkled breathe through her head. But her words and the love remained unchanged. Inside the living room smelled of her cooking. Are do with family with family photos. And my child had talked everything seemingly untouched by time. Though the room seemed seemed smaller, where it flew together and chatted about recent life, updates. But as time passed, our conversation turned a little heavier. My grandmother started talking about the friends she had lost and the good times from the past. I could feel a deep sadness because I realized how much time had taken away from us. Even though we try to stay+, but there was undeniable sense of loss in the air when it was time for me to leave, I had a mix of emotions for the past and uncertainty about the future. I held my grandmother's hands tightly and promised her. I would come back to visit more often. That day I learned that even though time takes so much from us, love and memories are forever."
00053.wav,English,"A weeks ago, I went on a hiking trip to the mountain with my friends. We just decided that last night, we packed our bags with all the essentials, uh, like, so clothes and shoes and something we need to eat and drink. The hike was so challenging but rewarding. We pay a lot of effort to go to on the peak. However, we enjoy the breathtaking views and the valley below at the Top. We we also watch the sunset feeling sense of accomplishment. Next day, we exports surrounding uh, surrounding moss and enjoy meals with my friends."
00054.wav,Chinese,"In 2021, I went to Chengdu, and this trip was truly unforgettable. Because Chengdu is a very dynamic and culturally rich city, and its overall atmosphere is very relaxed. I fell in love right away, and what impressed me the most was that the locals were exceptionally friendly, which made our entire journey very enjoyable because they were always willing to help. Of course, if you're in Chengdu, you must try Sichuan cuisine. For example, we went to many small restaurants and roadside stalls at that time, and the most impressive one was definitely hotpot. We also tasted Mapo tofu and Dandan noodles, which are very delicious, but they are too old. Sometimes they have diarrhea. The most unforgettable stop of this trip was one of the legal research centers for giant pandas in Chengdu. Nowadays, those big men and pandas are gnawing on bamboo and playing, they are really cute, and they can't bear to leave. In addition, we also went to the Kuanzhai Alley where there were many old-fashioned buildings. We also tried some traditional snacks and bought some specialty products. I think the most impressive and my favorite place in Chengdu is its leisurely pace of life. Although it is a big city, it doesn't feel rushed. Life doesn't necessarily have to be different from that of a big first tier city, but it is also very bustling. Its delicious food and rich culture make this trip particularly meaningful. I really hope to visit Chengdu again in the future. Well, I also believe that Chengdu is a very livable city, and it may be worth considering retirement in Chengdu. Phan jung provides a great experience for people."
00055.wav,Chinese,"In the summer of 2018, I had just graduated from junior high school, so my mother and I embarked on the long-awaited journey to the UK. Before departure, I gained a preliminary understanding and strong interest in the history and culture of England through British dramas such as Downton Abbey, The Crown, and Queen Victoria. These TV series gave me a direct understanding of the aristocratic life, royal history, and the glory of the Victorian era in Britain. Our journey begins in London, a city renowned for its rich historical sites and cultural atmosphere. Although Big Ben was under maintenance when we arrived and we couldn't get a full view of it, it didn't diminish our love for this city. We strolled through the streets of London, experiencing the unique charm of the city. We took a cruise on the Thames River, and the scenery on both sides was like flowing scrolls of art, leaving us dazzled. We visited the historic Royal Naval Academy, visited the Greenwich Observatory, and also visited St. Paul's Cathedral and Westminster Abbey. The grandeur and delicacy of these buildings gave us a deeper understanding of religion and architectural art in Britain. It's hard to see sunny weather in London, most of which are gray. Occasionally, there may be light rain on cloudy days, but this doesn't affect our interest in traveling, instead it adds a touch of British style. London in the rain has a unique romance and poetry. We shuttle through the ancient streets with umbrellas, as if we have also become a part of those British dramas. After our trip to London, we went to Edinburgh, the capital of Scotland, which is famous for its ancient castles, narrow streets, and rich cultural activities. In Edinburgh, we seem to have traveled back to the Middle Ages and experienced the history and culture of Scotland. We visited Edinburgh Castle, learned about the royal history of Scotland, and strolled along the Royal Mile, experiencing the vitality and charm of the city. This trip to the UK not only allowed me to personally experience the history and culture of the country, but also gave me a deeper understanding and recognition of the world. Every city, every building, and every street carries stories and tells history. These experiences are like precious treasures that will forever be cherished in my memory."
00056.wav,English,"Few years ago, I visited London with a group of friends while exploring the city. We stumbled up in a narrow alley, lined with outbreak, walls, and I recovered arches. At the very end of the alley was a small, almost Haydn bookstore. It's wooden sign, barely legible. Right? Where? Read the silent page, currently got the better of me. And I stopped it inside the store dimly lit with shelves that stretched to the ceiling, planned with books of every size and age, the scent of aged paper and wood polish fill the air. As I passed, is is less. My eyes were drowned to peculiar book lying flat on a high shelf. I like the other that had no title or markings, just applying, weathered leather cover. I carefully put it down and opened it inside. I found pages failed with handwriter notes. Yeah, elegant. Cursive script. The writing seemed to describe a journey through extraordinary places. The city of eternal daylight. And the valley of visitors. This description was vivid as though the writer had truly been there. As I do the stood there reading, an elderly woman emerged from behind there. Her silver hair was tied back neatly. And her thin blue eyes seemed to see right through me. She approached with a warm smile and said that book has been waiting for you. Her words startled me. And I laughed nervously. But seeing as she was joking, but she continue continued. It is its reader. You must take it. I hesitate. When I ask how much the book costs, she simply waved her hand and said, it's right, yours. Bewildered, but intrigued. I like the store with the book in hands. Later, I tried to find Information about the places mentioned in the text. But my searchers came up empty. Even now, the book sits on my shelf. It's serious untold. Sometimes I wonder if that bookstore and the mysterious woman were even real."
00057.wav,English,"Looking back at my childhood travel, my trip to Tibet, linla. When I was in 4th grade, this course, sun, as one of the most magical experience. It was my first time traveling to such unique space. And even now, almost 10 years later, the memory reminded me in my mind. I remember how my dad came reminding me to work slowly, because of the altitude through, of course, being an energetic 4th grade. I barely I barely listen until I actually feel the thin air. 19 minutes. That is easy. None was not only make me drink water. And watching me like a thank you. To our any sense of altitude thing. Thickness are somehow. That's great lies. Made everything feel more adventurous. Like me or explore on a special mission. The local food was accompanied with the relation to my young passport. I can still number my four seats of im. It was nothing like aspects. At first, I winked my nose to the eunuchs valley. Starters. But by the end of our trip, I was actually asking for more the highland violin was everywhere. Embrace like and even drinks. Now still tease me about her initially, because Chinese but end up loving the so much that we brought several packets home. The landscape works only breaks with tickets, given to my next year old self, the mosquito with a colorful pair of flags, fleeting the wind, and the snow capped mountain that seems to touch the cold. Got this. It's all feel like stepping into a different world. I remember sitting with my parents watching the sunshine times the mountains instead of golf and purple. Would you like? They were on Top of the wall? Please make this library particularly special. Now is how is it shifted my understanding of culture? Diversity at such a young age. It's amazing how experience from our childhood continues to influence our perspective as they grow older."
00058.wav,Chinese,"Well, last winter I had a chance to visit someone I've always wanted to see, but have never seen before. Oh. At that time, my grandfather had already completed an important exam, and my mood was very, very, very happy. So, my parents decided to take me back to their hometown. Oh, it's in the depths of a Yunnan mountain. When I arrived at this village, it was already very late, but there was a pleasant smell in the air. However, there were no lights in the village. But when I looked up, the stars in the night sky were very bright. Well, grandpa is waiting for us at the door. He is a very kind person. His clothes are very simple, and he has a smile on his face. He is the first time to see me. He also looked at me very carefully and said that I looked exactly like my father and dad when I was young. The next morning, my grandfather took me to a small hill behind the village. He pointed to a tree that he planted when he was young, and now it's very, very tall. Well, I touched the rough outer skin of this tree trunk and listened to my grandfather tell me stories from his youth when he was working in the fields. There were also beautiful memories of meeting my grandmother and how they raised my father. These stories took me back to that distant time. Although I only stayed in the village for three days, these days left a deep impression on me. Oh, I think I just got to know my grandfather better, and I also have a better understanding of the background of my parents' upbringing. When I left, my grandfather gave me one of his treasured watches, saying it was an inheritance of our family. I hope I can take good care of it."
00059.wav,Chinese,"I finally fulfilled my wish to travel to Japan during the summer vacation of my third year of junior high school. This trip has allowed me to experience a country that is both modern and full of traditional cultural atmosphere, and every day makes me feel excited and satisfied. On the first day, I came to Universal Studios in Osaka. This place was always on my list of plans. When I entered the Harry Potter area of the park, everyone was excited and jumped up. The magnificent Hogwarts Castle in the movie is now standing before my eyes, and the feeling is unbelievable. Walking on the path, I feel like I have truly entered a magical world, and even the surrounding air seems to have become magical. Then I went to Xiaohuangren, where there was a very interesting VR experience project. During the game, I felt like I was flying in the sky, shuttling through various scenes, but in reality, I was just sitting in place. This project allowed me to fully experience the charm of technology, which was both thrilling and fun. In the evening, I was very lucky to catch a flower drum festival, where fireworks bloomed in the night sky, colorful, accompanied by the music of fireworks, and the whole night seemed to be lit up. The beauty of fireworks makes me marvel, and the scenery of this moment will forever be imprinted in my memory. The next day, I arrived at Nara Park, a famous attraction with many small paths that were completely unafraid of people and even approached them voluntarily. I bought some deer fairy shells to feed them, and these cute little ones surrounded me gently nibbling on the food in their hands. Being able to have close contact with these animals made me feel the harmony between humans and nature, and also filled my day with warmth. Afterwards, I went to Mount Fuji and on the way to the foot of the mountain, we passed the famous music road. As the wheels rolled over the road, they actually played a beautiful melody. This wonderful design has opened my eyes. At the foot of Mount Fuji, I took a photo of Rosen Convenience Store framed with Mount Fuji, which was a particularly memorable moment of this trip. On the third day, I visited Osaka Castle Park and felt the weight of history. I also went to the palace where the emperor lived. On the last day, I arrived at Yokohama Chinatown and saw that traditional Chinese culture was also warmly welcomed in Japan. My heart was filled with pride and emotion. This trip to Japan has brought me many wonderful memories and made me look forward to my next trip even more. I hope to have the opportunity to go again and continue exploring this beautiful country."
00060.wav,English,"In 2022, I visited my great grandfather for the first time. He lived in a small, quiet village surrounded by green hills and fields. Despite being over 90 years old, he was still remarkably sharp and full of energy. I had heard many stories about him from my family, but meeting him in person feel like a connection to a new chapter of my heritage. As we sat in his living room, drinking tea, he had prepared. I asked him about my grandfather's childhood. His face lit up with a warm smile as he began to recall the past. Your grandfather was a naughty boy, he said, drinking the tea. But he had a heart of gold. I remember one time when he was about 7 years old, he tried to help me plant rice in the field instead of planting the seedlings in the right place, he scattered them all over the place. When I asked him what he was doing, he told me he wanted rice plants to be Free to grow wherever they liked. We both laughed at the photo of my young grandfather running around the field, completely unaware of the chores he was causing. My grief. Grandfather then told me about the time. When my grandfather saved a small dog, he found it shivering in the rain one day and brought it home, hiding it in his room. Because he thought I wouldn't let him keep it. When I discovered it, he begged me to let the dog stay. Promising. He would take care of it. I couldn't say no to his determination. Hearing these stories. I felt as though I was meeting a different version of my grandfather, one boy who was playful kind and full of dream. My great grandfather's eyes sparked as he spoke, his voice carrying the weight of love and pride. That day, I learn so much more than just a few stories. I gained a deeper understanding of my family's values and history. It was a visit that left lasting is impression on my heart. And I promised myself to cherish the story and wisdom passed down through generations."
00061.wav,English,"Last summer to visit my childhood home for the last time before it was sold. The house, which had always been a place of comfort and memories, was now empty. As I walked through the rooms, each space seemed to equal with the laughter and the events that had shaped my life. I stood in the living room, remembering the family dinners and gatherings that once filled it with warps, the familiar smell of old furniture, and the breaking of the floors, bought everything rushing back. The hardest part was going into my old bedroom. It looks so different now. Empty of all the things I had felt it with over the years. I walked to the wooden floorboard where as a child, I had covered my name with a small knife. I hadn't thought about it in years. But as I run my finger over the group, I felt a deep sense of nostalgia. It was like saying goodbye to a part of myself. Afterwards, I went out to the garden. It was there. I spent countless hours playing as a child, and I couldn't live without taking something with me. I picked up a small rock from the ground, a simple gesture, but it felt like taking a piece of the place with me. I split it into my pocket, knowing it would remind me of the house. One, I could no longer return. It was a deeply emotional day. As I locked the door behind me for the last time, I realized it was closing the chapter on an important part of my life. The house had shaped who I was and living. It felt like living behind a piece of my childhood. It wasn't just a house, but it was a memory. The people and the mountain that has made its form, saying goodbye was harder than I had imagined. But I know it was time to let go."
00062.wav,Chinese,"In October last year, I received a request from the company to go on a business trip to Hangzhou. The trip went very smoothly, so my work was completed ahead of schedule, giving me a free afternoon. So I decided to go to West Lake alone and enjoy the famous scenic spots and autumn scenery in Hangzhou. There, I met an old man who was taking photos, holding a large DSLR camera and shooting back and forth at West Lake. Later, he seemed to be a bit exhausted, so he asked me if he could get my help, so I helped him complete the final set of photos. We chatted for a while and learned that he is a retired local expert in cultural relic restoration. Therefore, he took the initiative to take me to visit some corners that are not often visited by tourists, and explained to me the historical traces and stories hidden in these unknown corners. He shared with me a lot of stories about West Lake. We watched the most beautiful sunset together by the Broken Bridge, and finally went to a small stall on the street to drink a cup of classic Longjing tea. Finally, we exchanged contact information. After this trip, I learned about some unknown stories from the past in Hangzhou. Witnessing Hangzhou, an ancient and beautiful city from another perspective, can be considered a pleasant and nostalgic encounter with Hangzhou and West Lake."
00063.wav,Chinese,"In the fourth grade of primary school, my father, my mother, and I went to climb Mount Taishan with one of his good friends. Well, I was very young at that time, but I didn't know how high Mount Taishan was and what difficulties I would encounter on the way, so I followed. But if I were now, I would probably not choose to climb the mountain. Because climbing mountains is really too tiring for me. Anyway, at that time, I was walking along the winding mountain road, and I was really exhausted and panting. But all of them kept saying, 'Just climb a little more and you'll reach the top.' Anyway, they were always deceived and climbed up. Well, while crawling, there were those people selling drinks and grilled sausages on the roadside. I can't remember if there were any grilled sausages left, anyway, they were just selling some expensive food. So it seems like we carried some water ourselves at that time, and I'm even more tired this week. However, the more interesting thing about climbing Mount Taishan is that the scenery on the road is not bad. Looking down from a high place, a large area is green, which really makes people feel good. Ah, but there's one more thing that left a deep impression on me when looking down from a high place. There was a small section where the steps were a bit too steep, and I was quite scared at the time. Anyway, I was sitting directly on that step, leaning back because I was afraid of falling. Well, overall, it was already evening when we climbed to the top, and we bought a thick cotton coat, but I think it was very dirty. At that time, I seemed to have stayed for a little night, preparing to wake up the next morning to watch the sunrise. I remember it was particularly cold at that time, and I didn't seem to see the sunrise. In my impression, it was all blocked by clouds. Uh huh. Well, it's interesting on the whole. I'm not so tired when I go down the mountain, but I'm a little afraid when I go down the mountain. I'm really afraid of falling down. Anyway, I talked and laughed all the way. Finally, Mount Taishan also fell down. Uh huh, uh huh."
00064.wav,English,"In the summer of early evening, I had the operational to visit San Francisco a city known for its culture and sunny national beauty. It was my first time in California and I was eager to explore everything the city had to offer. I arrived in San Francisco on a Sunday morning and the first thing that struck me was a unlock Golden Gate bird, a towering over the bed with is orange and color. I decided to start my trip by taking a walk across the bridge. The wind has a brisk, but the view had was breathtaking. I as I walked, I could see the vividic against the panel of the bridge and the city scale scale scale line sketching out behind me. After crossing the bridge I made I made my way to Free fisherman was far one of the most popular tourists. Sports in in the city. The air was flushing with activity, filling with streets, performers, visitors, selling fresh, uh, seafood and tourists from all over the world. I spotted at a small in Thailand restaurant called for lunch, the meal was full of traditional Thailand dishes. And I decided to try the homemade pizza with a side of garlic bread. The food was delicious. I and the warm inviting atmosphere of the restaurant made me feel right at home. Want the journey to San Francisco not only allow me to express the city rich history and diverse culture, but also give me a deeper appreciate for the beauty and warmth of the people I meet along the way despite the sport. During of my visiting it left a a inside blind Mark on my heart. And I look forward to the day when I uh, when I can return, I explore more of the city."
00065.wav,English,"Last summer I visited a small island with my friends. And it turned out to be one of the most exciting trips i've ever had. The island was known for its crystal, clear waters, and vibrant coral reefs. But what exactly caught our attention was a cliff jumping spots that locals recommended. I've always been a little afraid of heights, but my friends insisted it would be an unforgettable experience. We've arrived. This place, this place was even more stunning than I had imagined. The cliffs rose high about the tower water. And you could even see those small balls up in the distance. The air was warm. And the sound of waves crashing against the rocks added to the excitement. A group of locals was already there, you know, cheering and diving gracefully into the sea below. At first, I hesitate, standing at the edge of the cliff, filled my legs for shaking, you know, the height looked much greater than I had imagined. And the sound of jumping was terrifying. But my friends encouraged telling me that I'd regret if I didn't try. One of them even went first yelling with joy as this flashed into the water. There is segment was so crazy, you know. And I finally decided to go for it. I close my eyes and took a deep breath. Die jumped. The moment I felt age, my fear turned into pure, exciting. The wind rushed past me. And for a few seconds, you feel like I was flying. I hate water. It was cold. Sexy. And I surfaced to the sound of cheers from my friends. I couldn't stop laughing. I feel so alive. So Free. And after that first job, I couldn't get enough. We spent the rest of the afternoon taking turns diving into the water, and exploring the nearby local roofs. By the time the sun began to sight, the cliffs were better in golden light. And we all agreed. It was one of the most best days of our lives."
00066.wav,Chinese,"Last holiday, I went on a trip to Saipan Island, which was indeed a place that left people reluctant to leave. For this trip to Saipan Island, we did a lot of homework in advance. The activities on Saipan Island were very diverse, and what attracted me the most were diving and jungle exploration. On the first day, we arrived at Warship Island and I signed up for a snorkeling trip. First, we arrived on the island by speedboat, changed into snorkeling equipment, and followed the diving instructor to dive into the water. The underwater world is truly awe inspiring. Various colorful fish shuttle through the coral reefs, and the tour guide even took us to a place where turtles gather. We saw turtles swimming gracefully in the water, which were scenes I had never seen before. The next day, I went on an adventure in the jungle. The tropical rainforest of Saipan Island was full of mystery. My leader and I chose a blue cave route, which passed through dense forests. Along the way, we could see many local plants and birds. As we advanced on this route, we stood at the edge of the cliff overlooking the natural caves formed by the impact of seawater on the rocks. The blue seawater shone with a charming light in the sunlight, which was truly amazing. Another thing not to miss on Saipan Island is its cuisine, with many dishes that blend local American flavors. I really like the local coconut crab, and the restaurant owner even taught us how to eat this large crab correctly. The crab has tender and juicy meat, and when paired with local dipping sauce, it has a unique flavor. On the last day, I also experienced the famous sunset on Saipan Island. Arriving at the highest point of the island, Bird Island Observation Deck, I waited for the sun to set in the west, sitting on the edge of the cliff watching the sun slowly fall to the horizon. My heart was filled with tranquility and satisfaction. This trip to Saipan Island allowed me to appreciate the beauty of nature and the rich cultural experiences. I was a little reluctant to leave him, hoping that I would have another chance to come to this beautiful island."
00067.wav,Chinese,"It was a sunny weekend, and I decided to visit my good friend Li Ming. He lives on the other side of the city, which is a place I rarely go to. We haven't seen each other for several months, so this visit was of great significance to me. I planned the route a day in advance to ensure that I didn't miss any important transportation information. In the morning, I put on my favorite blue shirt and brought some homemade cookies as gifts, which are all Li Ming's favorite. Before going out, I checked the weather forecast to make sure that I would not encounter a sudden rainstorm. When I took the subway, I shuttled in the city context, hearing the whispers of people in the car and the roar of the train. Well, my mood is both excited and nervous, imagining the scene of our reunion, the subway passing through the tunnel, the sunlight shining through the window on my face, warm and comfortable. Finally, I arrived at my destination. As I walked past the subway station, it was a winding path lined with lush trees. Walking along the path, I felt the gentle breeze brushing my face and the fragrance of flowers in the distance. My mood also relaxed. Li Ming's home is a cozy little villa with a small garden in front of it. It carefully takes care of the flowers inside. I rang the doorbell, and soon the door opened. Li Ming's smile caught my eye, and we hugged each other. She took the cookies from my hand and thanked us repeatedly for sitting on the sofa in the living room and chatting about our recent situations. Li Ming told me that he has recently started learning horticulture and showed me several new plants he has planted. I shared some of the twists and turns and challenges in my work and studies. Ah, our topic jumps from memories of the past to planning for the future, and time seems to stop at this moment. During our lunch break, we tasted the noodles made by Li Ming himself, paired with the cookies I brought, and the taste was unexpectedly good. Let's take a walk together in the garden in the afternoon, discussing the growth habits of various plants. As the sun sets, I bid farewell to dawn and embarked on the road home. Although my body was a bit tired, my heart was filled with warmth and satisfaction. This visit not only allowed me to relive old friendships, but also allowed me to experience a pleasant city adventure. On the subway back home, I was already looking forward to the next encounter."
00068.wav,Chinese,"Last semester, our school, Peking University, held the President's Cup football competition, which was a competition between college teams. As the team captain of the International College of Beijing University of Posts and Telecommunications, I led the team to win the championship by defeating opponents all the way. The most impressive game for me was the final. At the beginning of the game, due to a defensive mistake, we were first scored by the opponent. Later, because there was someone on the other side who felt like he was passing the ball, he made a mistake and dropped it straight up and down towards the goal. The goalkeeper also made a judgment mistake and did not judge the distance to clear the ball, so it fell into the goal. In the first 20 minutes of the game, we conceded two goals, and everyone's morale was relatively low. As the team captain, I shout and encourage my teammates to be more proactive, telling them that it's not a big deal. Our strength is stronger than theirs, so there's no need to be afraid. So towards the end of the first half, we got a corner kick, and I made a corner kick that turned directly towards the goal. Although there were some lucky reasons, we turned towards the goal and ended the first half with a score of 2:1. Then in the second half, we became more and more brave, and because our overall strength was stronger, and we caught up with a ball, it was like blowing the horn of counterattack. In the second half, we first committed a foul on the other side and received a penalty kick. Then, in a melee, we were in the middle of our boat and scored an own goal on the other side. In the end, I passed two people on the flank and then took a cut shot into the corner. Ah, I am very excited. Although it has been six months, I still remember it vividly yesterday. In the end, we defeated our opponents 4-2 and won the Principal's Cup championship. This is also my second championship after winning the high school class competition. And as the captain, I feel very, very happy. I participated in the entire game and made a very, very great contribution to the team. Then our State Council also showed a very united side. In the end, we defeated other opponents and overcame all obstacles along the way, passing the test without losing a single game, and won the championship with a perfect record."
00069.wav,English,"As I stepped into the old bookshop, the scent of age, paper and laser building, enveloped me like a worm hog. I have visited this place countless times as a child, often dragging my mother alone, lost in the world of stories. Today I was returning alone, searching for a piece of my past. The shopkeeper MR. Wang was still there. His silver hair and gentle smile unchanged. He looks up from behind the counter. His eyes lighting up. Ah, I remember you. You used to call me with your mother. Always looking for adventure stories. I nailed it a wave. Just floating over me. I'm looking for something special today. I said, my voice trembling, slightly. Sunshine. To remind me about her. Mister wang expression softened. He guided me to the corner filled with forgotten tales. As we browsed, he shares stories about each book's journey. I feel bittersweet, joy, remembering my mother's laughter. As he read to me, it is very sharp. Finally, I found it worn copy of the adventure of Tom Sawyer. It was the last book she read to me before she passed away. Tears brimmed in my eyes as I held it to close as I held it close. Thank you, mister. Wang, I whispered. He smiled knowingly. Books have a way of keeping memories alive as alive as I left. The weight of sadness lifted slightly, replaced by worms of cherished memories. I knew I would return carrying part of her with me."
00070.wav,English,"Back in 2021 my family and I went to Sanya. As soon as I arrived as a hotel, I couldn't wait to rush to the seaside, because our hotel was beside the beach. So I can quickly run to the seaside in my swimming tracks, looking at the sparking sea. I couldn't help shouting. I'm coming with excitement. I jumped into the water, fill in the cool sea water, and bathing in the sunshine. My stress was released instantly after swimming in the sea for a while. I saw someone playing c moto nearby, watching them, driving one by one on the sea. Byebye. And it raise my interest. Nana. With a nervous and excited feeling. I got on the jet under the gardens of the staff. After several attempts, I gradually found the rest of my skills. Then I started to let myself go and drove at full speed on the sea. When I was having a good time, I accidentally overturned the motto and fell into the sea. The cold water woke me up. And under the guidance of my Coach, I drove slowly back to the shore. But this little accident didn't affect my happy mood at all. I was really happy during this trip to Sanya. And the I want to back to Sanya more time. Nasa."
00071.wav,English,"In 2017, I visited Paris. It was a city I had always wanted to see. I arrived early in in the morning at the airport and went straight to my hotel near have the tour. I was so excited that I decided to start exploring right way. The first place I went to was the exile tower. It was still morning. So there were not too many people. I took my time to look at this one uh, from the ground before taking the I will later up when I reach the Top, the view was amazing. I could see the whole city with the seen the river and all beauty streets. I stayed there for a long time, just looking at everything and feeling so happy to be in Paris. The sun was shining and is felt like a dream come true. After visiting the Eiffel Tower, I walked to the lower museum. The museum is huge and I knew I would not be able to see everything in one day. So I choose a few famous PCs to c the Mona Lisa was much smaller than x it. But I was still so special to see it in real life. I also loved in the victory. And other things, walking through the museum feels like I was traveling back in time, surrounded by so many beautiful and old things."
00072.wav,English,"It was it was a time I back to a to shows and14 and it has been years since we came altogether with my family, we go to uh renew and ask the lakeside cabin. And I remember the lake was surrounded by towering pines. We have been years to reunion together. I felt a mixture of joy and anxiety in the air. But we still connected, as we once did. It's the sun dipped by the horizon, cast in the golden hue over the lake. We share stories and memories around the fire. My cousin, Sarah os. Joke teller, had everyone in the search with her impressions. I felt the worms of billowing wash over me. Laughter echoing into the night, yet missed the drawer. I noticed my uncle sitting quietly on the edge of the dock, staring into the water. He had lost his wife a year ago. And though she's he smiled at times, the sadness in his eyes was palpable. Ok. I felt a pound of sorrow for him, knowing how difficult was to navigate the leaves of grief, gathering my courage. I walked over and sat behind him. He yang Cosme. Want to talk? I asked gently, he looked at me, surprise, flicking in his eyes. We spoke about Sunday may sharing stories that made a smile and cry. In that moment, I felt a connection deeper. The annual laughter shared around life, love and loss. It was a reminder the family bonds can heal if the most profound wounds."
00073.wav,English,"As the autumn leaves begin to turn golden and crisp. I found myself filled with a sudden urge to revisit my past. It has had been years since I had graduated from elementary school. But the memories of my teacher and classmates. Still, Leonard warmly in my heart, among them, missis dong. My first grade teacher held a special place. She was not just a teacher. She was a monitor, a Guide and a friend, her patience and kindness had natured my love for learning and shaped my character with each passing day in college. I realized more and more how much she had influenced me. One sunny afternoon, I decided to take a trip back to my old elementary school. The familiar gaze and playground greeted me with a sense of North Korea. Walking down the corridor, I could almost hear the echoes of my childhood laughter, and the sound of me stones, gentle voice, Guiding us through lessons. When I reached her classroom, I hesitate for a moment, wondering if she would remember me, taking a deep breath and knocked on the door to my delight. Miss stone's face lead up with recognition and warmth as she opened it. Oh, it's you she exclaimed. Her eyes twinkling. Was try. How hard? Vubnimimim was sat down in the classroom, surrounded by the same desk and chairs that had once held our young for dreams. Missus dong asked me about my college life, my major and my future plans. I shared with her of my experience, my achievements and even my struggles. She listened intently, offering words of wisdom and encouragement as always. As we talked, I noticed how little she has had changed. His smile was still as bright. Her eyes still as kind. And her passion for teaching still as burning. It was as if time has stood still in her classroom, preserving the warmth and love that she had always gave us. Before I left missis dong hands, handle handed me a small book, filled with notes and messages she had written for me. This is for you, she says softly. Remember, no matter where you are go, or where you do, always stay true to yourself and keep push through in your dreams. Well, it's really impressed me a lot. And that's my, sorry."
00074.wav,English,"Last summer, I visited my cousin who lives near the beach. It was one of the best vacations I have ever had. My cousin's house is in a small town by the sea, very quiet and peaceful. When I arrived, the first thing I noticed was the fresh sea and the sounds of the waves, my cousin was waiting for me and we spent the afternoon catching up. The horse was cozy with lots of plan, plants and big windows, where you could see the ooo. Every morning I woke up early and wake up and walk along the beach at that time. The beach was almost empty and it feels like it was just for us. The sand was cool under our feet and the waves touched our tones as we walked. Sometimes we would pick up seashells and I loved seeing the different colors and shapes. It was such a simple thing to do, but I made me feel really happy and relaxed one day. We returned to small boat and went out to sea. My cousin knew how to say, and I just enjoy sitting here, washing the water and feeling the wind, sadly. So dolphins, there were a few of them seeming not far from our boat. They jumped out of the water and I had never seen dolphins in real life before and it was amazing to see them up close. It feels like something you only see on TV but it was happening right in front of us."
