filename,Language,text
00045.wav,Chinese,"去年我有机会去了杭州拜访了我多年的朋友，这次旅行真的让我特别期待。
因为杭州以西湖美景和丰富的文化著称，到了那里之后，我们首先去了特别著名的西湖景点，
那里天气晴朗，阳光洒在湖面上，湖水波光粼粼，特别美丽。
我们沿着湖边的步道慢慢走着，感受着清新的空气和悠闲的氛围。
湖边的柳树随风摇曳，仿佛在向我们招手，
周围还可以听到小鸟的叫声，整个环境非常宁静。
朋友和我在湖边聊了许多，谈起了彼此这些年的生活变化，
感觉非常的亲切。
接着我们还乘船游览了西湖，船在湖面上缓缓前行，
远处的雷峰塔渐渐地映入眼帘，
像一幅古代的画卷般美丽动人。
那一刻我真的感到非常放松，好像所有的烦恼都消失了。
游览完西湖之后，朋友还带我去品尝了杭州的特色美食，东坡肉。
我们在一家老字号的餐馆里点了这道菜，
东坡肉，入口即化，肥而不腻，味道真的特别香浓。
朋友还和我讲了这道菜背后的故事，据说是苏东坡当年创造的，
真的非常有趣。
吃完饭后我们又去了一个茶馆，杭州的龙井茶特别有名，
我们点了几杯坐在茶馆里慢慢品味，看着窗外的夜景渐渐降临，湖面上灯光闪烁，映出一片宁静的美景，
那种感觉很温馨，也让我对杭州有了更深的喜爱。
这次旅行不仅让我领略到了杭州的美丽风光，也让我和朋友有了更多的交流，
拉近了彼此的距离。
回到家后我一直念念不忘那段美好的时光，杭州真是一个令人流连忘返的地方。
"
00046.wav,English," About 1 week ago, 
I took a trip to Hainan to see my best friend from high school, 
as someone hasn't seen for a really long time. 
Henan is such a wonderful face. 
The sun is shining brightly. 
The beaches are low and Sandy and the wind feels so good. 
I fell in love with the big blue sea right away. 
My classmates and I spent a lot of time working on the speech. 
The wind blowing on our face made us feel like we were back in high school, 
having so much fun together, 
we talked a lot about our past. 
We remembered school days, 
our dreams and being young. 
It felt like those days were just yesterday. 
We also tried Hainan special food. 
It was really tasty, and we had a great time eating it. 
But this trip was more than just about seeing Hainan's beautiful places. 
It was also a chance
 to reconnected with my high school friends. 
We encourage each other
 and make a promise to work hard for a better future. 
It feels so good to be with them again. 
Now i'll back home, but
 i'll always remember the trip. 
And the great time I had with my old friends. 
Thank you for your listening. 
"
00047.wav,Chinese,"两个猪
两个星期之前我和我的朋友一起去公园玩，
我们在公园里散步，
路边有很多不同品种的树，
我们一边观察它们的叶子形状有什么不同。
Even。
嗯嗯
拍照，在网上查一些我们不认识的树木的品种，
我们正走着走着看见了很多可爱的小狗，
其中一只
很胖的拉布拉多让我印象深刻。
一位老爷爷牵着他
在离我们很远的地方，
那只狗非常兴奋地冲我们摇尾巴，
当他走到我们
身边的时候，
他一下子扑过来，用他的头和身子
蹭我们的腿，
他非常的胖，
并且坐在了我的脚上，我能感觉到他的身子很重。
我们还看见了一只很大的金毛犬，它的舌头是紫色的，
看起来很奇怪，
漫天乌
我们还去了学校附近的
一家披萨店，吃了
一张非常美味的披萨，
我们两个都非常开心。
最后我们一起坐公交车回学校了，
这一天就结束了。
"
00048.wav,English," One day, 
I suddenly received a message from a long lost classmates. 
Someone you held me in guitar is
 for many years. 
In the message, he said he have been working in another city for the past
 few years
 and had just returned to our hometown. 
He mentioned that he want to talk to me with
 about something. 
It had um, 2 years. 
Since we last saw each other
 and seeking back to our high school days, 
I could help but feel a bit emotional. 
Though I decided to meet up with him and catch up. 
We greet math at a quiet coffee. 
A place are ill too frequently. 
I arrived early
 thinking that
 since it has been so long, since we last match, 
he probably had a lot. 
After a while, I finally saw him walk into the coffin. 
He seemed to have hardly charged each. 
They will raise a bright and sunny smile. 
Once we sat down, he began talking about park. 
From travels, you matters
 to our lives. 
Now, 
gradually, the topic started to take a
 fringe term. 
He told me that
 he had made some investments over the years, 
admire some interesting people. 
Even imagine that
 he was now hiring some very completed business production. 
Listen to this. 
I was somehow indifferent, 
but didn't think much about it. 
However, as we looked at him speaking about his experience, 
I stand for strange sense of umbrella allergy. 
Looking back. 
He hasn't been the most natural person bugger
 throughout the conversation. 
I noticed that he often mentioned companions and the people I know nothing about. 
And his tongue become increasingly
 mysterious. 
Just when I was about to leave, he suddenly adjusted taking me to a place to show me his new project. 
We we we walked out of the coffin and right in front of the building, 
looked like AA batting factory. 
But it's completely sound that
 it was his coughing
 his office. 
I was puzzled. 
Why would an investor choose such a place via offerings? 
Even so, he experienced calm and taught me or true of salary, empty office? 
I started spell that some thing was off. 
But when I turned around, 
the health strain seemed unfamiliar. 
One, I love. 
He said to me, you're always welcome to come back. 
We still have a lot to care about
 until I left. 
I still couldn't decide if that night was real or not, 
especially when when his office looks. 
"
00049.wav,English," Last winter break. 
I made a special trip
 back to my hometown to visit my grandmother
 as a child. 
Going to her house was always the highlight of my year. 
Ceo
 would always make my favorite dish, 
filling the air with a
 a familiar aroma
 of home and
 her endless love. 
Now, as she has a get older, 
her mobility isn't what is used to be. 
But she still
 uh, insisted
 on cooking for me herself. 
I urged her to rest, but she just smiled and said, when you are here, 
I have the stress. 
Her words filled me with worms and bittersweet feeling. 
Her care and concern for me
 have always been so deep and thoughtful. 
During my our meal, she recalled stories from my childhood, 
especially the times when I have
 a climb onto the mountain to find snakes, 
my glorious explores, 
as she told, as she called them, 
shut up
 heartily. 
Uh, her eyes filled with
 affected affection and smelled. 
In that moment, I feel like
 I was back in those carefree days, 
enveloped in her Junior love. 
We are remembered, we laughed together and she also shared many family stories I have never heard before
 about the hardship of her younger year and how she she had raised the family. 
Hearing the stories I came to understand, not only
 um, 
her hardness, but also gained a new appreciation
 for her life. 
When it was time to leave, 
she stood at the door watching me for a long time. 
She gives um, filled with both attachment and worry. 
She slightly hinged
 uh, figure remind me of the passage of time
 and made me cherish her presence
 even more. 
Other way back, 
my heart was full of sorts of family. 
Realized that
 they are truly the warmest source of support. 
This visit helped me understand that the best gift we can give our family is our presence, 
are the resolved
 to spend more time with her
 treasury every moment we have together. 
Ok. 
"
00050.wav,Chinese,"嗯在今年的国庆节。
噢嗯
我去国家大剧院观看了
嗯京剧白蛇传，
嗯本次白蛇传的演出
呃针对之前的老剧本进行了调整，
嗯在唱词
和曲调上有所修改，并且加入了更独罩代化的灯光和舞美，
嗯加入了更多群演群舞的环节，嗯使之变得更像歌剧。
嗯本次演出的
本次演出是由许多呃著名演员和优秀青年演员
嗯参演嗯演出现场座无虚席，嗯气氛呢也是非常热烈。
嗯演员们的一招一式一唱一和，嗯都
透露出了独特的
嗯韵味和独特的美感。
呃观众们的掌声欢呼声也是此起彼伏。
嗯整个剧场呢
都是洋溢着
嗯欢乐的气氛。
嗯但是呢在过程当中也出现了一点小意外，
嗯在水斗的打斗戏中，嗯
白素贞饰演白素贞的演员可能是太紧张了，嗯出了一点小意外，
嗯呛了呛掉了。
嗯。
但是嗯然后
整场演出呢我还是觉得有一些遗憾呢，就是没有
嗯听到我最喜欢的嗯差不多，
嗯我后来嗯去查了一下，嗯是因为这次演出对于这个唱词有所调整，
嗯所以说就将那一段就进行了改编，
嗯并且也是非常遗憾，嗯这次演出他是嗯舍弃掉了
嗯之前的
一些场次，比如最后的
嗯何波，
嗯我呢也是希望以后能看到嗯
更全更全的
呃白蛇传，嗯期待下次的演出。
"
00051.wav,Chinese,"那是初三的一个冬天，
寒风肆意的在窗外怒号，
仿佛整个世界都被冻成了冰冷的模样。
每当我踏出教室，
刺骨的寒意就像无情的利刃刺入肌肤，让人无法呼吸。
即使外面是那样的寒冷，阳光依然顽皮地透过窗户洒进教室，静静地铺满了课桌，
光线温柔而灿烂，仿佛是一位温暖的朋友，在寒冷冬日里轻轻抚摸着我们的内心，带来一丝丝宁静与安慰。
整上午我们埋头在课本与作业中比肩，在作业本上飞速阅读，
仿佛时间也随之悄悄溜走，我们完全没有察觉。
窗外那寒冷的冬日正悄悄酝酿着一场惊喜，在我们的世界里只有黑板上的知识点和紧张的复习，
而心中已然没有了其他空间。
那时我们不知道
生活的美好时光总是在不经意间降临，
到了下午，斜阳渐渐西斜，
天色逐渐暗淡灰蒙蒙，天幕仿佛也在即将而为即将发生的事做着预示。
突然雪花四溢的
飞舞，最初那些雪花如轻盈般的羽毛缓缓下落，似乎是天空中最温柔的祝福。
渐渐的雪花愈渐密集，
仿佛无数的小精灵在天空中欢快的舞蹈，随着风旋律起舞旋转，
轻轻飘落到地面，每一片雪花都是大自然的诗诗行，
实行
都是冬日的一抹柔情，
我不由自主的放下手中的笔，
凝望窗外的雪景，
那一刻
我的心突然变得异常宁静，
所有的学习压力和作业的烦恼都在这一刻
烟消云散。
隔着玻璃我似乎能闻到雪花的清香，
那是一种彻底净化心灵的清香。
雪花悄无声息地覆盖了一切，也悄悄地洗涤我内心的浮躁，
让我有感到一种久违的轻松与愉悦。
随着雪越下越大，
校园内的树木操场甚至屋檐都被盖上了一层薄薄的白雪，
整个世界仿佛披上了一层洁白的纱衣柔和而安静，空气中弥漫着雪的气息，一切都变得格外清晰，格外宁静。
那一刻我忍不住开始幻想，
下课后我将在草地上肆意的奔跑，
脚踩着松软的积雪上发出嘎吱嘎吱雷声响，
那种无忧无虑的快乐像阳光一样驱散了心中所有的阴霾。
我们像一群失去羁绊的孩子，
沉浸在这雪白的世界里，
直到天色暗淡下来，
回忆起那些飘扬的雪花，我依旧能感觉到那份放下所有的
烦恼的轻松与喜悦。
那一天像是为我洗涤内心的尘埃
带来了无尽的欢乐和温暖。
生活中的美好往往就在我们不经意间
悄悄降临。
"
00052.wav,English," It was on an autumn afternoon. I returned to my childhood town to see my grandmother, 
whom I hadn't waited in years. 
The tower was unlikely in the same. Yet. It felt both
 familiar and aligned
 the streets, 
the corner cafe and the row of houses along the main road. 
We're all still there, 
but quieter and slower than my memories
 following the path about
 I flourish my grandmother's house. 
I paused
 before knocking and when the door opened, 
there was my grandmother
 were hugged tightly. 
Time hand edged wrinkles into your face, 
and sprinkled breathe through her head. 
But her words and the love remained unchanged. 
Inside the living room smelled
 of her cooking. 
Are do
 with family with family photos. 
And my child had talked
 everything seemingly untouched by time. 
Though the room seemed seemed smaller, 
where it flew together and chatted about recent life, 
updates. 
But as time passed, 
our conversation turned a little heavier. 
My grandmother started talking about the friends she had lost
 and the good times from the past. 
I could feel a deep sadness because
 I realized how much time had taken away from us. 
Even though we try to stay+, 
but there was
 undeniable sense of loss in the air
 when it was time for me to leave, 
I had a mix of emotions for the past and uncertainty about the future. 
I held my grandmother's hands tightly and promised her. 
I would come back to visit more often. 
That day I learned that even though time takes
 so much from us, 
love and memories are forever. 
"
00053.wav,English," A weeks ago, I went on a hiking trip
 to the mountain with my friends. 
We just decided that last night, 
we packed our bags with all the essentials, 
uh, like, 
so
 clothes and shoes and
 something we need to eat and drink. 
The hike was so challenging but rewarding. 
We
 pay a lot of effort to
 go to
 on the peak. 
However, we enjoy the breathtaking views
 and the valley below at the Top. 
We
 we also watch the sunset feeling sense of accomplishment. 
Next day, 
we exports
 surrounding
 uh, surrounding
 moss
 and enjoy meals with my friends. 
"
00054.wav,Chinese,"2021年的时候我去了成都，这次旅行真的是特别的难忘。
因为成都是一座非常
有活力又有文化底蕴的城市，然后它整体的氛围氛围是非常悠闲的。
我一下子就爱上了，最让我印象深刻的是
当地人就是特别的友好，然后
让我们整个旅程都非常愉快，因为他们乐于助人。
当然成都的话一定要尝尝四川美食，
像我们当时就去了很多的
小餐馆啊路边摊，
印象最深刻的肯定是火锅，
还成。
我们还尝了这麻婆豆腐啊担担面呢
都特别好吃，
但是太老了，
啊有时候会拉肚子。
这次这次旅行中最难忘的一站是
那个成都的大熊猫
法律研究之一。
今
那些大汉大熊猫啃竹子啊玩耍，
真的是很可爱，
都舍不得离开。
除此之外，我我们还去了那个
嗯宽窄巷子，有很多的老式建筑，
然后还尝尝了一些传统小吃，买了点特色的精品。
我觉得最让我印象深刻的
也是让我最喜欢的成都的地方就是
它悠闲的生活节奏。
它虽然是一个大城市，
但是没有那种
匆忙的感觉，
像生活还不一定不不像这种大
嗯一线城市的样子，但它也很繁华，然后它一些美食啊，
一些丰富的文化，
让这些
嗯这次旅行特别有意义，我真的希望以后还能够再去一次成都。
嗯而且
我也我也认为成都是一个
非常宜居的城市，
有可能可以考虑一下在成都养老吧，
Phan junge
嗯给人留下很好的体验。
"
00055.wav,Chinese,"在2018年的暑假，
我刚刚从初中毕业，
于是我和母亲一同踏上了向往已久的英国之旅。
在出发前，我通过唐顿庄园、皇冠、维多利亚女王等英剧，
对英国的历史和文化有了初步的了解和浓厚的兴趣。
这些剧集让我对英国的贵族生活，王室历史和维多利亚时代的辉煌有了直观的感受。
我们的旅程从伦敦开始，
这座城市以其丰富的历史遗迹和文化氛围而闻名。
尽管我们到达时，
大本钟正在维修，未能一睹其全貌，但这并没有减少我们对这个城市的热爱。
我们在伦敦的街头漫步，感受着这座城市独特的魅力，乘坐游轮在泰晤士河上缓缓前行，两岸的风光如同一幅幅流动的画
画卷，
让人目不暇接。
我们参观历史悠久的皇家海军学院，探访了格林尼治天文台，
还参观了圣保罗大教堂和威斯敏斯特大教堂，
这些建筑的宏伟与精致让我们对英国的宗教和建筑艺术有了更深的认识。
伦敦的天气
晴天很难一见，大多数都是灰蒙蒙的，阴天偶尔还会下起小雨，
但这并没有影响我们的游览兴致，
反而增添了一份英伦风情。
雨中的伦敦有着别样的浪漫和诗意，
我们撑着伞穿梭在古老的街道上，
仿佛自己也成为了那些英剧中的一员。
在伦敦的行程结束后，我们又前往了苏格兰的首府爱丁堡，
这座城市以其古老的城堡，狭窄的街道和丰富的文化活动而闻名。
在爱丁堡，我们仿佛穿越回了中世纪，感受到了苏格兰的历史和文化。
我们参观了爱丁堡城堡，了解了苏格兰的王室历史，
还漫步在皇家英里大道上，感受着这座城市的活力与魅力。
这次英国之旅不仅让我亲身体验了英国的历史和文化，也让我对这个世界有了更深的理解和认识。
每一座城市，每一座建筑，
每一条街道都承载着故事，
讲述着历史，
这些经历如同宝贵的财富，
会永远珍藏在我的记忆中。
"
00056.wav,English," Few years ago, 
I visited London with a group of friends
 while exploring the city. 
We stumbled up in a narrow alley, 
lined with outbreak, 
walls, and I recovered arches. 
At the very end of the alley was a small, almost Haydn bookstore. 
It's wooden sign, 
barely legible. 
Right? 
Where? 
Read the silent page, 
currently got the better of me. 
And I stopped it
 inside
 the store dimly lit
 with shelves that stretched
 to the ceiling, 
planned with books of every size and age, 
the scent of aged paper and wood polish
 fill the air. 
As I passed, 
is
 is less. 
My eyes
 were drowned to
 peculiar book lying flat on a high shelf. 
I like the other
 that had no title or markings, 
just applying, 
weathered
 leather cover. 
I carefully put
 it down and opened it
 inside. 
I found pages failed
 with handwriter notes. 
Yeah, elegant. 
Cursive script. 
The writing seemed
 to describe a journey through extraordinary places. 
The city of eternal daylight. 
And
 the valley of visitors. 
This description was vivid
 as though the writer had truly been there. 
As I do the
 stood there reading, 
an elderly woman emerged from behind there. 
Her silver hair was tied
 back neatly. 
And her thin blue eyes
 seemed
 to see
 right through me. 
She approached
 with a warm smile and said
 that book
 has been waiting for you. 
Her words
 startled me. 
And I laughed nervously. 
But seeing as she was joking, 
but she continue continued. 
It is its reader. 
You must take it. 
I hesitate. 
When I ask how much the book costs, 
she simply waved her hand and said, 
it's right, yours. 
Bewildered, but intrigued. 
I like the store
 with the book in hands. 
Later, I tried to find Information about the places mentioned in the text. 
But
 my searchers came up empty. 
Even now, 
the book sits on my shelf. 
It's serious untold. 
Sometimes I wonder if that bookstore
 and the mysterious woman were even real. 
"
00057.wav,English," Looking back at my childhood travel, my trip to Tibet, 
linla. 
When I was in 4th grade, 
this course, 
sun, 
as one of the most magical experience. 
It was my first time traveling to such unique space. 
And even now, almost 10 years later, the memory reminded me in my mind. 
I remember how my dad came reminding me to work slowly, 
because of the altitude
 through, of course, being an energetic 4th grade. 
I barely I barely listen until I actually feel the thin air. 
19 minutes. 
That is easy. 
None was
 not only make me drink water. 
And watching me like a
 thank you. 
To our any sense of altitude thing. 
Thickness
 are somehow. 
That's great lies. 
Made everything feel more adventurous. 
Like me
 or explore on a special mission. 
The local food was accompanied with
 the relation to my young passport. 
I can still number my four seats of
 im. 
It was nothing like aspects. 
At first, 
I winked my nose to the eunuchs valley. 
Starters. 
But by the end of our trip, I was actually asking for more
 the highland violin was everywhere. 
Embrace like
 and even drinks. 
Now still tease me about her initially, 
because Chinese but end up loving the
 so much
 that we brought several packets home. 
The landscape works only breaks
 with tickets, 
given to my next year old self, 
the mosquito with a colorful pair of flags, fleeting the wind, 
and the snow capped mountain that seems to touch the cold. 
Got this. 
It's all feel like stepping into a different world. I remember sitting with my parents watching the sunshine times the mountains
 instead of golf and purple. 
Would you like? 
They were on Top of the wall? 
Please make this library particularly special. Now is how is it
 shifted my understanding of culture? 
Diversity at such a young age. 
It's amazing how experience from our childhood continues to influence our perspective as they grow older. 
"
00058.wav,Chinese,"嗯去年冬天哦我有一次机会去拜访我一直想见，但是从来没有见过的。
噢。
也嗯祖父当时我就是完成了一场
嗯重要的考试，然后我的心情非常非常
噢愉悦，所以
 or whether
爸爸妈妈决定就是带我回到他们的家乡。
噢就是这个在一个云南大山的深处，
嗯到达这个村庄的时候，
就是已经很晚了，
但是
这个空中就是有一股很好闻的气味，
但是村里就是没有灯光，
但是当我抬头的时候，夜空中的星星
噢就是非常的亮。
嗯爷爷在门口
等待我们，他是一个
厄非常和蔼的人，他的穿着非常的朴素，
嗯脸上带着笑容，
他是第一次见到我，
他也是非常仔细的
看着我，说我小时候长得和爸和爸爸长得一模一样。
嗯第二天早上，
呃爷爷就是带我去了村子后面的小山坡，
他指着他指着一棵树说是他
噢年轻年轻的时候种下的这棵树，现在就是已经非常非常的高。
嗯我摸着这个
树干粗糙的粗糙的外皮，听爷爷讲述他年轻的时候故事，
那时候他是在田间劳作，
还有和就是
我的奶奶认识的美好回忆，以及他他们是如何就是
把我的
父亲养大的这些故事，就是把我带回了那个遥远的时候。
虽然我在村子里面只待了三天，但这些日子给我留下了深刻的印象。
噢我觉得我就是更加的了解了爷爷，也总更加的了解父母成长的背景。
离开的时候，爷爷把他的一块儿珍藏的表送给我，说这是我们家族
家族的传承物。
希望我
嗯能好好保管。
"
00059.wav,Chinese,"在初三的暑假我终于实现了自己的心愿去了日本旅行。这次旅行让我见识到了一个既现代又充满传统文化气息的国家，
每一天都让我感到兴奋和满足。
第一天我来到了大阪的环球影城，
这个地方总是在我的计划清单中，
当我进入园区的哈利波特区时，
整个人都激动的快跳起来了。
电影中那个宏伟壮观的霍格沃兹城堡此刻真真实实地矗立在我眼前，
那种感觉简直难以置信，我走在小路上仿佛真的进入了魔法世界，
连周围的空气都好像变得有魔力。
接着我去了小黄人去，
这里有一个非常有趣的VR体验项目，
在游玩过程中，我觉得自己好像在天上飞翔，
穿梭于各种场景之中，
但实际上我只是坐在原地，这个项目让我充分感受到了科技的魅力，
既惊险又好玩，晚上我非常幸运地赶上了一场花鼓大会，
烟花在夜空中绽放，五光十色，伴随着打上花火这首音乐，
整个夜晚仿佛都被点亮了。
烟花的美丽让我不禁感慨，这一刻的景色将永远印刻在我的记忆中。
第二天我来到了奈良公园，
这是一个著名的景点，
园区里有许多小路，
他们完全不怕人的，甚至会主动靠近你，我买了一些鹿仙贝喂他们，
这些可爱的小家伙围着我温柔地啃着手中的食物，
能够与这些动物零距离接触，让我感受到人与自然的和谐，
也让我这一天充满温暖。
之后我去过富士山，
在通往山脚的路上，我们经过了著名的音乐公路，
车轮碾过路面时，竟然真的奏响了一首美妙的旋律。
这种奇妙的设计让我大开眼界。
在富士山脚下，我拍了一张罗森便利店与富士山同框的照片，
这是这趟旅行中特别有纪念意义的一刻。
第三天我参观了大阪城公园，感受到了历史的厚重感，
还去了一趟天皇居住的宫殿。
最后一天我来到了横滨中华城，
看到中国的传统文化在日本也受到热烈欢迎，
心中满是自豪和感动。
这趟日本之旅让我收获了许多美好的回忆，也让我更加期待下一次的旅行。
我希望有机会再去一次继续探索这个美丽的国度。
"
00060.wav,English," In 2022, 
I visited my great grandfather for the first time. 
He lived in a small, quiet village surrounded by green hills and fields. 
Despite being over 90 years old, 
he was still remarkably sharp and full of energy. 
I had heard many stories about him from my family, 
but meeting him in person feel like a connection to a new chapter of my heritage. 
As we sat in his living room, 
drinking tea, he had prepared. 
I asked him about my grandfather's childhood. 
His face lit up with a warm smile as he began to recall the past. 
Your grandfather was a naughty boy, he said, 
drinking the tea. 
But he had a heart of gold. 
I remember one time
 when he was about 7 years old, 
he tried to help me plant rice in the field
 instead of planting the seedlings in the right place, 
he scattered them all over the place. 
When I asked him what he was doing, 
he told me he wanted rice plants
 to be Free to grow wherever they liked. 
We both laughed at the photo of my young grandfather running around the field, 
completely unaware of the chores he was causing. 
My grief. 
Grandfather then told me about the time. 
When my grandfather saved a
 small dog, 
he found it shivering in the rain one day
 and brought it home, 
hiding it in his room. 
Because
 he thought I wouldn't let him keep it. 
When I discovered it, 
he begged me to let the dog stay. 
Promising. He would take care of it. 
I couldn't say no to his determination. 
Hearing these stories. 
I felt as though I was meeting a different version of my grandfather, 
one boy who was playful
 kind and full of dream. 
My great grandfather's eyes
 sparked as he spoke, 
his voice carrying the weight of love and pride. 
That day, 
I learn so much more than just a few stories. 
I gained a deeper understanding of my family's values and history. 
It was a visit that left lasting is impression on my heart. 
And I promised myself
 to cherish the story and wisdom passed down through generations. 
"
00061.wav,English," Last summer
 to visit my childhood home
 for the last time before it was sold. 
The house, 
which had always been a place of comfort and memories, 
was now empty. 
As I walked through the rooms, 
each space seemed to equal with the laughter
 and the events that had shaped my life. 
I stood in the living room, 
remembering the family dinners and gatherings
 that once filled it with warps, 
the familiar smell of old furniture, 
and the breaking of the floors, 
bought everything rushing back. 
The hardest part
 was going into my old bedroom. 
It looks so different now. 
Empty of all the things I had felt it
 with over the years. 
I walked to the wooden floorboard where as a child, 
I had covered my name
 with a small knife. 
I hadn't thought about it
 in years. 
But as I run my finger over the group, 
I felt a deep sense of
 nostalgia. 
It was like saying goodbye
 to a part of myself. 
Afterwards, 
I went out to the garden. 
It was there. I spent countless hours playing as a child, 
and I couldn't live without taking something with me. 
I picked up a small rock from the ground, 
a simple gesture, 
but it felt like taking a piece of the place with me. 
I split it into my pocket, 
knowing it would remind me of the house. 
One, I could no longer return. 
It was a deeply emotional day. 
As I locked the door behind me for the last time, 
I realized it was
 closing the chapter on an important part of my life. 
The house had shaped who I was
 and living. It felt like living behind a piece of my childhood. 
It wasn't just a house, 
but it was a memory. 
The people
 and the mountain
 that has made its form, 
saying goodbye was harder than I had imagined. 
But I know it was time to let go. 
"
00062.wav,Chinese,"在去年10月的时候，
我接到了公司的一个要求，让我去杭州出差，
这次出差非常的顺利，所以我的工作提前完成了，
让我有了一个自由支配的下午。
所以我临时决定自己一个人去西湖一边走走，
欣赏一下杭州
著名的景点
和秋季的风光。
在那里我碰到了一位正在拍照的老爷爷，
举着一个很大的单反相机
对着西湖拍来拍去，
后面他似乎有点体力不支，
于是询问我他是否
能够
得到我的帮助，
所以我帮助他完成了最后一组照片的拍摄。
我们聊了一会天，得知他是本地退休的文物修复专家，
所以他主动带我去参观了一些游客不常去的角落，
给我讲解这些不知名的角落所隐藏的历史的痕迹，
隐藏了历史的故事。
他跟我分享了非常非常多关于西湖的典故，
在断桥边我们一起看到了最美的日落，
最后我们还一起去街边的小摊上
喝了一杯
经典的龙井茶，
最后大家交换了联系方式。
经过这次的旅行，
我了解了杭州
一些过去的
不为人知的故事。
从另一个角度
见证了杭州这样一个古老而美丽的城市，
也算是
与杭州与西湖
一次惊喜不期而遇，
但又美好的令人怀念的邂逅吧。
"
00063.wav,Chinese,"小学四年级的时候，我和我的爸我和我的妈妈，
还有他的一个好朋友
一起去爬了泰山。
呃当时我很小，但是
因为我不知道泰山有多高，以及路上会遇到什么样的困难，
所以我还是跟着去了，但是如果放到现在的话，我大概率就不会选择去爬山了。
因为爬山对我来说真的有点太累了，
反正那个时候我沿着蜿蜒的山路前行，
我真的是累得气喘吁吁的，但是
他们所有人就一直在说啊再爬一小段就到顶了，
反正就一直被骗的就爬了上去。
嗯然后爬着的时候，
路边那些卖饮料啊，卖烤肠的呀，唉我其实我记不清还有没有烤肠了，反正就是卖一些吃的吧都很贵，
所以我们当时好像还是自己背了一些水，
这周我更累了。
厄不过爬泰山比较有意思的是
路上的那些风景还不错，从高处往下看，一大片全都是绿油油的，真的会让人心情变得很好。
啊不过还有一点就是从高处往下看的时候，我印象特别深的是有一小段，
他
那个台阶实在是有点太陡了，
我当时还挺害怕的，反正我
约等于是直接坐在了那个台阶上，我是往后靠着坐着的，因为我很害怕掉下去。
嗯不过总体来说，
我们当时爬到顶的时候
已经是晚上了，我们还买了
很厚的那种棉衣，不过我觉得它很脏。
当时好像还稍微住了一晚上吧，
准备转天早上起来看日出。
我就记得那个时候特别特别冷，而且日出其实好像也没有看到，
印象里好像全都是被云给挡住了。
呃嗯。
嗯不过总体来说还是挺有意思的，
下山的时候就没有那么累了，但是下山会有一点害怕，真的很害怕掉下去，
反正一路说说笑笑的，最后泰山也是
嗯全都趴下来了。
嗯嗯
嗯嗯。
"
00064.wav,English," In the summer of early evening, I had
 the operational to visit San Francisco a city known for its
 culture and sunny national beauty. It was my first time in California and I was eager to explore everything the city had to offer. 
I arrived in San Francisco on a Sunday morning and the first thing that struck me
 was a unlock Golden Gate bird, 
a towering over the bed with
 is
 orange and color. I decided to start my trip by taking a walk across the bridge. 
The wind has a brisk, but the view had was
 breathtaking. I as I walked, I could see the
 vividic
 against the panel of the bridge and the city scale scale scale line sketching out
 behind me. 
After crossing the bridge I made I made my way to Free fisherman was far one of the most popular tourists. 
Sports in in the city. 
The air was flushing with activity, filling with
 streets, performers, visitors, selling fresh, 
uh, seafood and tourists from all over the world. 
I spotted at a small
 in Thailand restaurant called
 for lunch, the meal was full of traditional Thailand
 dishes. And I decided to try the homemade pizza with a side of garlic bread. The food was
 delicious. I
 and the warm inviting atmosphere of the restaurant made me feel right at home. 
Want
 the journey to San Francisco not only
 allow me to express the city rich history and
 diverse culture, but also give me a deeper
 appreciate for the beauty and warmth of the people I meet along the way despite the sport. 
During of my visiting it left a
 a inside blind Mark on my heart. And I look forward to the
 day when I uh, when I can return, I explore more of the
 city. 
"
00065.wav,English," Last summer I visited a small island with my friends. 
And it turned out to be one of the most
 exciting trips i've ever had. 
The island was known for its
 crystal, clear waters, 
and vibrant coral reefs. 
But what exactly caught our attention
 was a cliff jumping spots that locals recommended. 
I've always been a little afraid of heights, 
but my friends insisted it would be an unforgettable experience. 
We've arrived. 
This place, this place was even more stunning than I had imagined. 
The cliffs rose high about the tower water. 
And you could even see those small balls
 up in the distance. 
The air was warm. 
And the sound of waves
 crashing against the rocks added to the excitement. 
A group of locals was already there, you know, 
cheering and diving gracefully into the sea below. 
At first, 
I hesitate, 
standing at the edge of the cliff, 
filled my legs for shaking, you know, 
the height looked much greater than I had imagined. 
And the sound of jumping was terrifying. 
But my friends encouraged
 telling me that I'd regret if I didn't try. 
One of them even went first
 yelling with joy as this
 flashed into the water. 
There is segment was so
 crazy, you know. 
And I finally decided to go for it. I close my eyes and took a deep breath. 
Die jumped. 
The moment I felt age, my fear turned into pure, exciting. 
The wind rushed past me. 
And for a few seconds, 
you feel like I was flying. 
I hate water. It was cold. 
Sexy. 
And I surfaced to the sound of cheers from my friends. 
I couldn't stop laughing. 
I feel so alive. 
So Free. 
And after that first job, I couldn't get enough. 
We spent the rest of the afternoon taking turns diving into the water, 
and exploring the nearby local roofs. 
By the time the sun began to sight, 
the cliffs were better in golden light. 
And we all agreed. 
It was one of the most
 best days
 of our lives. 
"
